id,location_name,sector,subsector,pollutant,emissions_quantity_tonnes,latitude,longitude,year
1050916,Mukono County,buildings,non-residential-onsite-fuel-usage,pm2_5,43.4,0.3292,32.7791,2026
1377047,Lake Albert,buildings,residential-onsite-fuel-usage,pm2_5,42.94,1.6256,31.0322,2025
3640591,Soroti County,transportation,road-transportation,pm2_5,42.58,1.7908,33.6061,2025
3640407,East Moyo County,transportation,road-transportation,pm2_5,42.51,3.2383,31.7865,2024
3640591,Soroti County,transportation,road-transportation,pm2_5,42.24,1.7908,33.6061,2024
3640407,East Moyo County,transportation,road-transportation,pm2_5,42.19,3.2383,31.7865,2025
3640504,Bungokho County,transportation,road-transportation,pm2_5,41.43,1.0047,34.1972,2024
1377047,Lake Albert,buildings,residential-onsite-fuel-usage,pm2_5,41.16,1.6256,31.0322,2024
1377081,Moroto County,buildings,residential-onsite-fuel-usage,pm2_5,41.16,2.5327,34.6597,2025
1377081,Moroto County,buildings,residential-onsite-fuel-usage,pm2_5,40.99,2.5327,34.6597,2024
3640451,Bugangaizi County,transportation,road-transportation,pm2_5,39.82,0.9635,31.2904,2025
3640451,Bugangaizi County,transportation,road-transportation,pm2_5,39.73,0.9635,31.2904,2024
3640606,Samia-Bugwe County,transportation,road-transportation,pm2_5,39.27,0.4079,34.0146,2024
1377080,Matheniko County,buildings,residential-onsite-fuel-usage,pm2_5,39.2,2.6164,34.6397,2026
3640606,Samia-Bugwe County,transportation,road-transportation,pm2_5,38.95,0.4079,34.0146,2025
3640452,Buyaga County,transportation,road-transportation,pm2_5,38.63,1.0013,30.7952,2025
3640580,Kyotera County,transportation,road-transportation,pm2_5,38.46,-0.6277,31.5804,2024
3640580,Kyotera County,transportation,road-transportation,pm2_5,38.15,-0.6277,31.5804,2025
3640602,Igara County,transportation,road-transportation,pm2_5,38.11,-0.4819,30.1683,2024
3640602,Igara County,transportation,road-transportation,pm2_5,38.07,-0.4819,30.1683,2025
3640452,Buyaga County,transportation,road-transportation,pm2_5,38.01,1.0013,30.7952,2024
3640599,Aringa County,transportation,road-transportation,pm2_5,37.26,3.4924,31.2846,2026
3640445,Busongora County,transportation,road-transportation,pm2_5,36.1,0.1386,30.1383,2025
3640531,Mawokota County,transportation,road-transportation,pm2_5,36.07,0.1411,32.2618,2026
3640473,Kyaka County,transportation,road-transportation,pm2_5,35.28,0.4832,31.0007,2025
3640473,Kyaka County,transportation,road-transportation,pm2_5,35.2,0.4832,31.0007,2024
3640445,Busongora County,transportation,road-transportation,pm2_5,35.04,0.1386,30.1383,2024
3640578,Kakuuto County,transportation,road-transportation,pm2_5,34.4,-0.8235,31.4678,2025
3166463,Entebbe International Airport,transportation,international-aviation,pm2_5,33.91,0.0424,32.4435,2025
3640578,Kakuuto County,transportation,road-transportation,pm2_5,33.64,-0.8235,31.4678,2024
3640545,Nakifuma County,transportation,road-transportation,pm2_5,32.59,0.6141,32.8414,2026
1050796,Arua Municipality County,buildings,non-residential-onsite-fuel-usage,pm2_5,32.49,3.022,30.9168,2025
1050796,Arua Municipality County,buildings,non-residential-onsite-fuel-usage,pm2_5,32.48,3.022,30.9168,2024
3640579,Kooki County,transportation,road-transportation,pm2_5,32.36,-0.6871,31.3193,2025
3640444,Bukonjo County,transportation,road-transportation,pm2_5,32.31,0.0804,29.8199,2025
3640444,Bukonjo County,transportation,road-transportation,pm2_5,31.96,0.0804,29.8199,2024
1050824,Jinja County,buildings,non-residential-onsite-fuel-usage,pm2_5,31.79,0.4408,33.22,2026
1050849,Busongora County,buildings,non-residential-onsite-fuel-usage,pm2_5,31.44,0.1386,30.1383,2025
3640484,Katikamu County,transportation,road-transportation,pm2_5,31.38,0.8445,32.5214,2025
3640489,Masaka Municipality,transportation,road-transportation,pm2_5,31.32,-0.3336,31.7313,2025
3640489,Masaka Municipality,transportation,road-transportation,pm2_5,31.27,-0.3336,31.7313,2024
1050849,Busongora County,buildings,non-residential-onsite-fuel-usage,pm2_5,31.14,0.1386,30.1383,2024
3640537,Mityana County,transportation,road-transportation,pm2_5,31.13,0.5082,32.0654,2026
3640579,Kooki County,transportation,road-transportation,pm2_5,31.05,-0.6871,31.3193,2024
3640454,Kiboga County,transportation,road-transportation,pm2_5,30.76,0.9875,31.7515,2025
44375668,Modern Laminates Pulp Mill,manufacturing,pulp-and-paper,pm2_5,30.58,0.4273,33.1696,2024
44375668,Modern Laminates Pulp Mill,manufacturing,pulp-and-paper,pm2_5,30.58,0.4273,33.1696,2025
3640515,Bukooli County,transportation,road-transportation,pm2_5,30.04,0.4371,33.7844,2025
3640484,Katikamu County,transportation,road-transportation,pm2_5,29.94,0.8445,32.5214,2024
3640533,Buwekula County,transportation,road-transportation,pm2_5,29.83,0.5168,31.4108,2026
3640456,Chua County,transportation,road-transportation,pm2_5,29.76,3.4442,33.4841,2025
3640455,Kisoro County,transportation,road-transportation,pm2_5,29.72,-1.2026,29.674,2025
3166463,Entebbe International Airport,transportation,international-aviation,pm2_5,29.7,0.0424,32.4435,2024
3640434,Kibale County,transportation,road-transportation,pm2_5,29.49,0.309,30.6093,2026
3640619,Buhaguzi County,transportation,road-transportation,pm2_5,29.45,1.3028,31.0999,2025
3640454,Kiboga County,transportation,road-transportation,pm2_5,29.34,0.9875,31.7515,2024
3640515,Bukooli County,transportation,road-transportation,pm2_5,29.18,0.4371,33.7844,2024
1377096,Pian County,buildings,residential-onsite-fuel-usage,pm2_5,29.14,2.1193,34.5974,2026
3640619,Buhaguzi County,transportation,road-transportation,pm2_5,28.87,1.3028,31.0999,2024
3640456,Chua County,transportation,road-transportation,pm2_5,28.77,3.4442,33.4841,2024
3640611,Kilak County,transportation,road-transportation,pm2_5,28.3,3.1306,32.1036,2025
1050949,Tororo County,buildings,non-residential-onsite-fuel-usage,pm2_5,28.27,0.7445,34.2472,2026
1050826,Kabale Municipality,buildings,non-residential-onsite-fuel-usage,pm2_5,28.22,-1.2653,29.9914,2025
3640410,Kigulu County,transportation,road-transportation,pm2_5,28.19,0.7223,33.5007,2026
3640504,Bungokho County,transportation,road-transportation,pm2_5,28.18,1.0047,34.1972,2026
1050826,Kabale Municipality,buildings,non-residential-onsite-fuel-usage,pm2_5,28.1,-1.2653,29.9914,2024
3640455,Kisoro County,transportation,road-transportation,pm2_5,28.08,-1.2026,29.674,2024
1050813,Gulu County,buildings,non-residential-onsite-fuel-usage,pm2_5,27.95,2.7841,32.2859,2025
1050813,Gulu County,buildings,non-residential-onsite-fuel-usage,pm2_5,27.89,2.7841,32.2859,2024
3640539,Buikwe County,transportation,road-transportation,pm2_5,27.72,0.3117,33.0147,2026
3640447,Kapelebyong County,transportation,road-transportation,pm2_5,27.46,2.1976,33.7772,2026
1050950,Tororo (Municipality) Municipality,buildings,non-residential-onsite-fuel-usage,pm2_5,27.42,0.6849,34.1792,2025
1050950,Tororo (Municipality) Municipality,buildings,non-residential-onsite-fuel-usage,pm2_5,27.39,0.6849,34.1792,2024
3640512,Mbarara Municipality,transportation,road-transportation,pm2_5,27.31,-0.6136,30.6543,2024
3640512,Mbarara Municipality,transportation,road-transportation,pm2_5,27.29,-0.6136,30.6543,2025
3640510,Kashari County,transportation,road-transportation,pm2_5,27.27,-0.4175,30.5739,2025
1377012,Bujumba County,buildings,residential-onsite-fuel-usage,pm2_5,26.88,-0.3813,32.262,2026
3640615,Omoro County,transportation,road-transportation,pm2_5,26.74,2.6458,32.4968,2025
3640440,Oyam County,transportation,road-transportation,pm2_5,26.56,2.349,32.4234,2025
1050832,Fort Portal County,buildings,non-residential-onsite-fuel-usage,pm2_5,26.49,0.6587,30.2826,2026
3640611,Kilak County,transportation,road-transportation,pm2_5,26.31,3.1306,32.1036,2024
3640615,Omoro County,transportation,road-transportation,pm2_5,26.21,2.6458,32.4968,2024
1050893,Mbale Municipality,buildings,non-residential-onsite-fuel-usage,pm2_5,26.15,1.0825,34.1708,2026
3640468,Madi-Okollo County,transportation,road-transportation,pm2_5,26.07,2.868,31.2382,2024
3640485,Nakaseke County,transportation,road-transportation,pm2_5,25.92,1.003,32.1759,2025
3640468,Madi-Okollo County,transportation,road-transportation,pm2_5,25.87,2.868,31.2382,2025
3640412,Butembe County,transportation,road-transportation,pm2_5,25.79,0.5571,33.3002,2025
3640485,Nakaseke County,transportation,road-transportation,pm2_5,25.62,1.003,32.1759,2024
3640535,Kassanda County,transportation,road-transportation,pm2_5,25.53,0.5334,31.7622,2026
3640412,Butembe County,transportation,road-transportation,pm2_5,25.49,0.5571,33.3002,2024
3640457,Lamwo County,transportation,road-transportation,pm2_5,25.42,3.5251,32.657,2024
3640495,Kibanda County,transportation,road-transportation,pm2_5,25.41,1.9938,32.0498,2024
3640510,Kashari County,transportation,road-transportation,pm2_5,25.4,-0.4175,30.5739,2024
3640457,Lamwo County,transportation,road-transportation,pm2_5,25.4,3.5251,32.657,2025
3640465,Ayivu County,transportation,road-transportation,pm2_5,25.29,3.0509,30.8914,2026
3640617,Bugahya County,transportation,road-transportation,pm2_5,24.59,1.5331,31.2461,2026
3640435,Kitagwenda County,transportation,road-transportation,pm2_5,24.56,-0.0074,30.3122,2024
3640495,Kibanda County,transportation,road-transportation,pm2_5,24.49,1.9938,32.0498,2025
3640435,Kitagwenda County,transportation,road-transportation,pm2_5,24.44,-0.0074,30.3122,2025
3640480,Lira Municipality,transportation,road-transportation,pm2_5,24.06,2.2533,32.8962,2025
3640559,Okoro County,transportation,road-transportation,pm2_5,24.05,2.5242,30.8912,2024
3640450,Ntenjeru County,transportation,road-transportation,pm2_5,23.97,0.7061,32.9621,2025
3640559,Okoro County,transportation,road-transportation,pm2_5,23.96,2.5242,30.8912,2025
3640421,Burahya County,transportation,road-transportation,pm2_5,23.79,0.6242,30.1871,2024
3640480,Lira Municipality,transportation,road-transportation,pm2_5,23.74,2.2533,32.8962,2024
3640478,Erute County,transportation,road-transportation,pm2_5,23.67,2.335,32.9387,2026
1050871,Lake Victoria,buildings,non-residential-onsite-fuel-usage,pm2_5,23.47,-0.2533,33.208,2026
3640421,Burahya County,transportation,road-transportation,pm2_5,23.46,0.6242,30.1871,2025
3640509,Isingiro County,transportation,road-transportation,pm2_5,23.18,-0.8383,30.7053,2025
3640565,Agago County,transportation,road-transportation,pm2_5,23.16,2.9479,33.3861,2025
3640471,Terego County,transportation,road-transportation,pm2_5,23.14,3.1847,31.1923,2024
3640471,Terego County,transportation,road-transportation,pm2_5,23.06,3.1847,31.1923,2025
3640440,Oyam County,transportation,road-transportation,pm2_5,22.76,2.349,32.4234,2024
3640414,Jinja County,transportation,road-transportation,pm2_5,22.73,0.4408,33.22,2024
3640466,Koboko County,transportation,road-transportation,pm2_5,22.73,3.5368,30.9839,2024
3640509,Isingiro County,transportation,road-transportation,pm2_5,22.68,-0.8383,30.7053,2024
3640565,Agago County,transportation,road-transportation,pm2_5,22.68,2.9479,33.3861,2024
3640466,Koboko County,transportation,road-transportation,pm2_5,22.68,3.5368,30.9839,2025
3640437,Kole County,transportation,road-transportation,pm2_5,22.64,2.3017,32.7356,2025
3640414,Jinja County,transportation,road-transportation,pm2_5,22.64,0.4408,33.22,2025
3640462,Kumi County,transportation,road-transportation,pm2_5,22.62,1.4567,33.9219,2025
3640584,Mawogola County,transportation,road-transportation,pm2_5,22.54,-0.066,31.4185,2024
3640609,Gulu County,transportation,road-transportation,pm2_5,22.52,2.7841,32.2859,2025
3640609,Gulu County,transportation,road-transportation,pm2_5,22.45,2.7841,32.2859,2024
3640584,Mawogola County,transportation,road-transportation,pm2_5,22.24,-0.066,31.4185,2025
3640613,Nwoya County,transportation,road-transportation,pm2_5,22.18,2.5286,31.8709,2024
3640462,Kumi County,transportation,road-transportation,pm2_5,22.12,1.4567,33.9219,2024
1377047,Lake Albert,buildings,residential-onsite-fuel-usage,pm2_5,22.1,1.6256,31.0322,2026
3640508,Ibanda County,transportation,road-transportation,pm2_5,21.98,-0.0599,30.4923,2025
3640532,Busujju County,transportation,road-transportation,pm2_5,21.88,0.3041,32.0056,2025
3640470,Maracha County,transportation,road-transportation,pm2_5,21.73,3.2478,30.9256,2024
3640436,Kinkiizi County,transportation,road-transportation,pm2_5,21.73,-0.7462,29.7243,2025
3640470,Maracha County,transportation,road-transportation,pm2_5,21.68,3.2478,30.9256,2025
3640449,Bbaale County,transportation,road-transportation,pm2_5,21.56,1.1296,32.8736,2025
3640436,Kinkiizi County,transportation,road-transportation,pm2_5,21.33,-0.7462,29.7243,2024
3640613,Nwoya County,transportation,road-transportation,pm2_5,21.19,2.5286,31.8709,2025
3640597,Entebbe County,transportation,road-transportation,pm2_5,21.16,0.0622,32.4628,2025
3640437,Kole County,transportation,road-transportation,pm2_5,21.15,2.3017,32.7356,2024
3640591,Soroti County,transportation,road-transportation,pm2_5,21.1,1.7908,33.6061,2026
3640508,Ibanda County,transportation,road-transportation,pm2_5,20.99,-0.0599,30.4923,2024
3640597,Entebbe County,transportation,road-transportation,pm2_5,20.96,0.0622,32.4628,2024
3640453,Buyanja County,transportation,road-transportation,pm2_5,20.83,0.824,31.0256,2025
3640407,East Moyo County,transportation,road-transportation,pm2_5,20.68,3.2383,31.7865,2026
3640498,Bubulo County,transportation,road-transportation,pm2_5,20.58,0.8934,34.3349,2025
3640453,Buyanja County,transportation,road-transportation,pm2_5,20.57,0.824,31.0256,2024
1377081,Moroto County,buildings,residential-onsite-fuel-usage,pm2_5,20.54,2.5327,34.6597,2026
1377013,Kyamuswa County,buildings,residential-onsite-fuel-usage,pm2_5,20.48,-0.326,32.5906,2025
1050914,Buikwe County,buildings,non-residential-onsite-fuel-usage,pm2_5,20.33,0.3117,33.0147,2025
3640573,Budaka County,transportation,road-transportation,pm2_5,20.23,1.0674,34.0046,2025
1050914,Buikwe County,buildings,non-residential-onsite-fuel-usage,pm2_5,20.2,0.3117,33.0147,2024
3640566,Aruu County,transportation,road-transportation,pm2_5,20.11,2.8899,32.8962,2025
3640450,Ntenjeru County,transportation,road-transportation,pm2_5,20.08,0.7061,32.9621,2024
3640573,Budaka County,transportation,road-transportation,pm2_5,19.88,1.0674,34.0046,2024
3640554,Buruli County,transportation,road-transportation,pm2_5,19.85,1.3206,32.4893,2025
3640560,Padyere County,transportation,road-transportation,pm2_5,19.82,2.4386,31.1627,2024
3640566,Aruu County,transportation,road-transportation,pm2_5,19.82,2.8899,32.8962,2024
3640498,Bubulo County,transportation,road-transportation,pm2_5,19.76,0.8934,34.3349,2024
3640560,Padyere County,transportation,road-transportation,pm2_5,19.71,2.4386,31.1627,2025
3640451,Bugangaizi County,transportation,road-transportation,pm2_5,19.65,0.9635,31.2904,2026
1377013,Kyamuswa County,buildings,residential-onsite-fuel-usage,pm2_5,19.59,-0.326,32.5906,2024
3640452,Buyaga County,transportation,road-transportation,pm2_5,19.58,1.0013,30.7952,2026
3640606,Samia-Bugwe County,transportation,road-transportation,pm2_5,19.55,0.4079,34.0146,2026
3640532,Busujju County,transportation,road-transportation,pm2_5,19.36,0.3041,32.0056,2024
3640417,Ndorwa County,transportation,road-transportation,pm2_5,19.19,-1.3346,30.036,2025
3640580,Kyotera County,transportation,road-transportation,pm2_5,19.09,-0.6277,31.5804,2026
3640484,Katikamu County,transportation,road-transportation,pm2_5,19.06,0.8445,32.5214,2026
3640529,Gomba County,transportation,road-transportation,pm2_5,18.98,0.2055,31.7367,2025
3640602,Igara County,transportation,road-transportation,pm2_5,18.62,-0.4819,30.1683,2026
3640554,Buruli County,transportation,road-transportation,pm2_5,18.61,1.3206,32.4893,2024
3640529,Gomba County,transportation,road-transportation,pm2_5,18.6,0.2055,31.7367,2024
3640507,Bukanga County,transportation,road-transportation,pm2_5,18.02,-0.835,31.0016,2025
3640496,Bunya County,transportation,road-transportation,pm2_5,17.88,0.3864,33.5356,2025
3640507,Bukanga County,transportation,road-transportation,pm2_5,17.86,-0.835,31.0016,2024
3640562,Ruhaama County,transportation,road-transportation,pm2_5,17.75,-0.8918,30.4088,2025
3640445,Busongora County,transportation,road-transportation,pm2_5,17.47,0.1386,30.1383,2026
3640562,Ruhaama County,transportation,road-transportation,pm2_5,17.32,-0.8918,30.4088,2024
3640473,Kyaka County,transportation,road-transportation,pm2_5,17.21,0.4832,31.0007,2026
3640449,Bbaale County,transportation,road-transportation,pm2_5,17.18,1.1296,32.8736,2024
3640578,Kakuuto County,transportation,road-transportation,pm2_5,17.14,-0.8235,31.4678,2026
3640458,Dodoth County,transportation,road-transportation,pm2_5,16.87,3.6623,34.014,2025
3640526,Butambala County,transportation,road-transportation,pm2_5,16.86,0.1643,32.1353,2024
3640493,Buruli County,transportation,road-transportation,pm2_5,16.83,1.6919,31.7738,2025
3640526,Butambala County,transportation,road-transportation,pm2_5,16.74,0.1643,32.1353,2025
3640458,Dodoth County,transportation,road-transportation,pm2_5,16.73,3.6623,34.014,2024
3640592,Bunyole County,transportation,road-transportation,pm2_5,16.57,0.8669,33.8829,2025
3640415,Kagoma County,transportation,road-transportation,pm2_5,16.57,0.5912,33.1634,2025
3640493,Buruli County,transportation,road-transportation,pm2_5,16.53,1.6919,31.7738,2024
3640513,Nyabushozi County,transportation,road-transportation,pm2_5,16.41,-0.3243,30.8724,2025
3640461,Bukedea County,transportation,road-transportation,pm2_5,16.3,1.3721,34.1414,2025
3640514,Rwampara County,transportation,road-transportation,pm2_5,16.16,-0.7152,30.4897,2025
3640481,Moroto County,transportation,road-transportation,pm2_5,16.16,2.2694,33.3212,2025
3640579,Kooki County,transportation,road-transportation,pm2_5,16.14,-0.6871,31.3193,2026
1050796,Arua Municipality County,buildings,non-residential-onsite-fuel-usage,pm2_5,16.1,3.022,30.9168,2026
3640496,Bunya County,transportation,road-transportation,pm2_5,16.1,0.3864,33.5356,2024
3640415,Kagoma County,transportation,road-transportation,pm2_5,16.06,0.5912,33.1634,2024
3640514,Rwampara County,transportation,road-transportation,pm2_5,16.02,-0.7152,30.4897,2024
3640417,Ndorwa County,transportation,road-transportation,pm2_5,16.0,-1.3346,30.036,2024
3640444,Bukonjo County,transportation,road-transportation,pm2_5,15.75,0.0804,29.8199,2026
3640481,Moroto County,transportation,road-transportation,pm2_5,15.7,2.2694,33.3212,2024
3640522,Obongi County,transportation,road-transportation,pm2_5,15.63,3.3692,31.5372,2024
3640608,Aswa County,transportation,road-transportation,pm2_5,15.61,3.0366,32.3795,2025
3640522,Obongi County,transportation,road-transportation,pm2_5,15.6,3.3692,31.5372,2025
3640489,Masaka Municipality,transportation,road-transportation,pm2_5,15.56,-0.3336,31.7313,2026
1050849,Busongora County,buildings,non-residential-onsite-fuel-usage,pm2_5,15.55,0.1386,30.1383,2026
1050823,Butembe County,buildings,non-residential-onsite-fuel-usage,pm2_5,15.32,0.5571,33.3002,2025
3640483,Bamunanika County,transportation,road-transportation,pm2_5,15.32,0.8529,32.7005,2025
3640486,Bukomansimbi County,transportation,road-transportation,pm2_5,15.32,-0.1262,31.6228,2025
3640486,Bukomansimbi County,transportation,road-transportation,pm2_5,15.29,-0.1262,31.6228,2024
3640513,Nyabushozi County,transportation,road-transportation,pm2_5,15.28,-0.3243,30.8724,2024
1050823,Butembe County,buildings,non-residential-onsite-fuel-usage,pm2_5,15.25,0.5571,33.3002,2024
3640506,Mbale Municipality,transportation,road-transportation,pm2_5,15.25,1.0825,34.1708,2025
44375668,Modern Laminates Pulp Mill,manufacturing,pulp-and-paper,pm2_5,15.21,0.4273,33.1696,2026
3640454,Kiboga County,transportation,road-transportation,pm2_5,15.19,0.9875,31.7515,2026
3640515,Bukooli County,transportation,road-transportation,pm2_5,15.18,0.4371,33.7844,2026
3640459,Jie County,transportation,road-transportation,pm2_5,15.17,3.033,34.0391,2024
3640619,Buhaguzi County,transportation,road-transportation,pm2_5,15.15,1.3028,31.0999,2026
3640506,Mbale Municipality,transportation,road-transportation,pm2_5,15.08,1.0825,34.1708,2024
3640608,Aswa County,transportation,road-transportation,pm2_5,15.04,3.0366,32.3795,2024
3640459,Jie County,transportation,road-transportation,pm2_5,15.01,3.033,34.0391,2025
3640488,Kalungu County,transportation,road-transportation,pm2_5,14.94,-0.097,31.8139,2025
3640420,Bunyangabu County,transportation,road-transportation,pm2_5,14.91,0.4826,30.2011,2025
3640431,Bulamogi County,transportation,road-transportation,pm2_5,14.88,1.0827,33.4814,2025
3640461,Bukedea County,transportation,road-transportation,pm2_5,14.78,1.3721,34.1414,2024
3640456,Chua County,transportation,road-transportation,pm2_5,14.73,3.4442,33.4841,2026
3166463,Entebbe International Airport,transportation,international-aviation,pm2_5,14.7,0.0424,32.4435,2026
3640463,Ngora County,transportation,road-transportation,pm2_5,14.55,1.499,33.7729,2025
3640488,Kalungu County,transportation,road-transportation,pm2_5,14.44,-0.097,31.8139,2024
3640511,Kazo County,transportation,road-transportation,pm2_5,14.44,0.0273,30.7515,2025
3640463,Ngora County,transportation,road-transportation,pm2_5,14.34,1.499,33.7729,2024
3640611,Kilak County,transportation,road-transportation,pm2_5,14.32,3.1306,32.1036,2026
3640595,Tororo County,transportation,road-transportation,pm2_5,14.31,0.7445,34.2472,2025
3640510,Kashari County,transportation,road-transportation,pm2_5,14.11,-0.4175,30.5739,2026
3640430,Bugabula County,transportation,road-transportation,pm2_5,14.1,1.0062,33.0701,2025
1050880,Nakaseke County,buildings,non-residential-onsite-fuel-usage,pm2_5,14.04,1.003,32.1759,2025
3640595,Tororo County,transportation,road-transportation,pm2_5,13.94,0.7445,34.2472,2024
3640590,Soroti (Municipality) Municipality,transportation,road-transportation,pm2_5,13.91,1.7235,33.6099,2024
1050952,Entebbe County,buildings,non-residential-onsite-fuel-usage,pm2_5,13.89,0.0622,32.4628,2025
1050813,Gulu County,buildings,non-residential-onsite-fuel-usage,pm2_5,13.88,2.7841,32.2859,2026
1050826,Kabale Municipality,buildings,non-residential-onsite-fuel-usage,pm2_5,13.85,-1.2653,29.9914,2026
3640472,Vurra County,transportation,road-transportation,pm2_5,13.81,2.8372,30.9597,2025
1050821,Kigulu County,buildings,non-residential-onsite-fuel-usage,pm2_5,13.77,0.7223,33.5007,2024
1050821,Kigulu County,buildings,non-residential-onsite-fuel-usage,pm2_5,13.77,0.7223,33.5007,2025
3640438,Kwania County,transportation,road-transportation,pm2_5,13.77,1.8865,32.7679,2025
3640482,Otuke County,transportation,road-transportation,pm2_5,13.74,2.479,33.3935,2024
3640472,Vurra County,transportation,road-transportation,pm2_5,13.73,2.8372,30.9597,2024
1050952,Entebbe County,buildings,non-residential-onsite-fuel-usage,pm2_5,13.72,0.0622,32.4628,2024
3640440,Oyam County,transportation,road-transportation,pm2_5,13.7,2.349,32.4234,2026
3640590,Soroti (Municipality) Municipality,transportation,road-transportation,pm2_5,13.68,1.7235,33.6099,2025
3640592,Bunyole County,transportation,road-transportation,pm2_5,13.66,0.8669,33.8829,2024
3640585,Budadiri County,transportation,road-transportation,pm2_5,13.6,1.191,34.2949,2025
3640482,Otuke County,transportation,road-transportation,pm2_5,13.59,2.479,33.3935,2025
1050950,Tororo (Municipality) Municipality,buildings,non-residential-onsite-fuel-usage,pm2_5,13.58,0.6849,34.1792,2026
3640512,Mbarara Municipality,transportation,road-transportation,pm2_5,13.56,-0.6136,30.6543,2026
3640448,Usuk County,transportation,road-transportation,pm2_5,13.5,1.9735,34.0574,2025
3640615,Omoro County,transportation,road-transportation,pm2_5,13.47,2.6458,32.4968,2026
3640483,Bamunanika County,transportation,road-transportation,pm2_5,13.43,0.8529,32.7005,2024
3640585,Budadiri County,transportation,road-transportation,pm2_5,13.41,1.191,34.2949,2024
3640455,Kisoro County,transportation,road-transportation,pm2_5,13.24,-1.2026,29.674,2026
3640485,Nakaseke County,transportation,road-transportation,pm2_5,13.22,1.003,32.1759,2026
3640448,Usuk County,transportation,road-transportation,pm2_5,13.19,1.9735,34.0574,2024
3640593,Kisoko (West Budama) County,transportation,road-transportation,pm2_5,13.16,0.7346,34.0371,2025
1050880,Nakaseke County,buildings,non-residential-onsite-fuel-usage,pm2_5,13.11,1.003,32.1759,2024
3640511,Kazo County,transportation,road-transportation,pm2_5,13.07,0.0273,30.7515,2024
3640439,Maruzi County,transportation,road-transportation,pm2_5,12.99,1.918,32.4817,2025
1050854,Ntenjeru County,buildings,non-residential-onsite-fuel-usage,pm2_5,12.95,0.7061,32.9621,2025
1050854,Ntenjeru County,buildings,non-residential-onsite-fuel-usage,pm2_5,12.93,0.7061,32.9621,2024
3640422,Fort Portal County,transportation,road-transportation,pm2_5,12.93,0.6587,30.2826,2024
3640575,Kibuku County,transportation,road-transportation,pm2_5,12.88,1.0589,33.8044,2025
3640495,Kibanda County,transportation,road-transportation,pm2_5,12.88,1.9938,32.0498,2026
3640468,Madi-Okollo County,transportation,road-transportation,pm2_5,12.88,2.868,31.2382,2026
3640477,Dokolo County,transportation,road-transportation,pm2_5,12.87,1.9103,33.0751,2024
3640477,Dokolo County,transportation,road-transportation,pm2_5,12.85,1.9103,33.0751,2025
3640412,Butembe County,transportation,road-transportation,pm2_5,12.85,0.5571,33.3002,2026
3640422,Fort Portal County,transportation,road-transportation,pm2_5,12.77,0.6587,30.2826,2025
3640420,Bunyangabu County,transportation,road-transportation,pm2_5,12.74,0.4826,30.2011,2024
3640439,Maruzi County,transportation,road-transportation,pm2_5,12.68,1.918,32.4817,2024
3640605,Sheema County,transportation,road-transportation,pm2_5,12.64,-0.592,30.372,2025
3640593,Kisoko (West Budama) County,transportation,road-transportation,pm2_5,12.61,0.7346,34.0371,2024
3640592,Bunyole County,transportation,road-transportation,pm2_5,12.53,0.8669,33.8829,2026
3640457,Lamwo County,transportation,road-transportation,pm2_5,12.47,3.5251,32.657,2026
3640430,Bugabula County,transportation,road-transportation,pm2_5,12.41,1.0062,33.0701,2024
3640418,Rubanda County,transportation,road-transportation,pm2_5,12.23,-1.2088,29.8883,2025
3640605,Sheema County,transportation,road-transportation,pm2_5,12.2,-0.592,30.372,2024
3640431,Bulamogi County,transportation,road-transportation,pm2_5,12.16,1.0827,33.4814,2024
3640589,Serere County,transportation,road-transportation,pm2_5,12.09,1.4938,33.5648,2025
3640559,Okoro County,transportation,road-transportation,pm2_5,12.09,2.5242,30.8912,2026
3640480,Lira Municipality,transportation,road-transportation,pm2_5,12.01,2.2533,32.8962,2026
3640575,Kibuku County,transportation,road-transportation,pm2_5,12.0,1.0589,33.8044,2024
3640411,Luuka County,transportation,road-transportation,pm2_5,11.98,0.82,33.3269,2025
3640509,Isingiro County,transportation,road-transportation,pm2_5,11.86,-0.8383,30.7053,2026
3640450,Ntenjeru County,transportation,road-transportation,pm2_5,11.8,0.7061,32.9621,2026
3640438,Kwania County,transportation,road-transportation,pm2_5,11.76,1.8865,32.7679,2024
3640435,Kitagwenda County,transportation,road-transportation,pm2_5,11.7,-0.0074,30.3122,2026
3640437,Kole County,transportation,road-transportation,pm2_5,11.58,2.3017,32.7356,2026
3640589,Serere County,transportation,road-transportation,pm2_5,11.54,1.4938,33.5648,2024
3640609,Gulu County,transportation,road-transportation,pm2_5,11.48,2.7841,32.2859,2026
3640471,Terego County,transportation,road-transportation,pm2_5,11.42,3.1847,31.1923,2026
3640524,West Moyo County,transportation,road-transportation,pm2_5,11.41,3.6687,31.7544,2025
3640466,Koboko County,transportation,road-transportation,pm2_5,11.39,3.5368,30.9839,2026
3640524,West Moyo County,transportation,road-transportation,pm2_5,11.33,3.6687,31.7544,2024
3640565,Agago County,transportation,road-transportation,pm2_5,11.32,2.9479,33.3861,2026
3640414,Jinja County,transportation,road-transportation,pm2_5,11.31,0.4408,33.22,2026
3640462,Kumi County,transportation,road-transportation,pm2_5,11.29,1.4567,33.9219,2026
3640532,Busujju County,transportation,road-transportation,pm2_5,11.17,0.3041,32.0056,2026
1050808,Igara County,buildings,non-residential-onsite-fuel-usage,pm2_5,11.16,-0.4819,30.1683,2025
